source_file	line_number	reason	raw_row
input_article.csv	564417	Missing journal value	3423757;Alexei Tretiakov|Faizal Riaz-ud-Din|Klaus-Dieter Schewe|Markus Kirchberg;J. Data Semantics VII;;;;journals/jods/2006-7;;http://dx.doi.org/10.1007/11890591_6;;;journals/jods/KirchbergRST06;2007-01-04;;;;165-195;;;;;;;Towards Algebraic Query Optimisation for XQuery.;;;db/journals/jods/jods7.html#KirchbergRST06;;2006
input_article.csv	564418	Missing journal value	3423758;Jérôme Euzenat|Pavel Shvaiko;J. Data Semantics IV;;;;journals/jods/2005-4;;http://dx.doi.org/10.1007/11603412_5;;;journals/jods/ShvaikoE05;2007-01-04;;;;146-171;;;;;;;A Survey of Schema-Based Matching Approaches.;;;db/journals/jods/jods4.html#ShvaikoE05;;2005
input_article.csv	564422	Missing journal value	3423762;Alexander Borgida|John Mylopoulos|Yuan An;J. Data Semantics VII;;;;journals/jods/2006-7;;http://dx.doi.org/10.1007/11890591_1;;;journals/jods/AnBM06;2007-01-04;;;;1-32;;;;;;;Discovering the Semantics of Relational Tables Through Mappings.;;;db/journals/jods/jods7.html#AnBM06;;2006
input_article.csv	564425	Missing journal value	3423765;Sonja Zillner|Werner Winiwarter;J. Data Semantics IV;;;;journals/jods/2005-4;;http://dx.doi.org/10.1007/11603412_2;;;journals/jods/ZillnerW05;2007-01-04;;;;35-68;;;;;;;EMMA - A Formal Basis for Querying Enhanced Multimedia Meta Objects.;;;db/journals/jods/jods4.html#ZillnerW05;;2005
input_article.csv	564428	Missing journal value	3423768;Claudia Bauzer Medeiros|Gilberto Zonta Pastorello Jr.|Henrique Aparecido da Rocha|Silvania Maria de Resende;J. Data Semantics III;;;;journals/jods/2005-3;;http://dx.doi.org/10.1007/11496168_5;;;journals/jods/PastorelloMRR05;2007-01-04;;;;100-124;;;;;;;Interoperability for GIS Document Management in Environmental Planning.;;;db/journals/jods/jods3.html#PastorelloMRR05;;2005
input_article.csv	564429	Missing journal value	3423769;Alain Pirotte|Esteban Zimányi|Mohamed Dahchour;J. Data Semantics IV;;;;journals/jods/2005-4;;http://dx.doi.org/10.1007/11603412_1;;;journals/jods/DahchourPZ05;2007-01-04;;;;1-34;;;;;;;Generic Relationships in Information Modeling.;;;db/journals/jods/jods4.html#DahchourPZ05;;2005
input_article.csv	564430	Missing journal value	3423770;Alfio Ferrara|Silvana Castano|Stefano Montanelli;J. Data Semantics V;;;;journals/jods/2006-5;;http://dx.doi.org/10.1007/11617808_2;;;journals/jods/CastanoFM06;2007-01-04;;;;25-63;;;;;;;Matching Ontologies in Open Networked Systems: Techniques and Applications.;;;db/journals/jods/jods5.html#CastanoFM06;;2006
input_article.csv	565066	Missing journal article title	3424409;Moussa Larbani|Po Lung Yu;;;;;;;http://dx.doi.org/10.1007/s10957-011-9799-1;n;J. Optimization Theory and Applications;journals/jota/LarbaniY11;2012-11-29;;;3;447-473;;;;;;;;;;db/journals/jota/jota149.html#LarbaniY11;149;2011
input_article.csv	565662	Missing journal article title	3425005;Jinming Fang;;;;;;;http://dx.doi.org/10.1016/j.fss.2003.09.004;I|I|I;Fuzzy Sets and Systems;journals/fss/Fang04;2005-04-07;;;2;317-325;;;;;;;;;;db/journals/fss/fss147.html#Fang04;147;2004
input_article.csv	565874	Missing journal article title	3425217;Bing Chen|Dong Yue|Xun-Lin Zhu|Youyi Wang;;;;;;;http://dx.doi.org/10.1016/j.fss.2012.12.011;H;Fuzzy Sets and Systems;journals/fss/ZhuCWY13;2013-06-10;;;;58-73;;;;;∞;;;;;db/journals/fss/fss225.html#ZhuCWY13;225;2013
input_article.csv	566322	Missing journal article title	3425665;Iraide Mardones-Pérez|María Angeles de Prada-Vicente|Tomasz Kubiak;;;;;;;http://dx.doi.org/10.1016/j.fss.2005.10.012;L;Fuzzy Sets and Systems;journals/fss/KubiakMP06;2006-04-18;;;6;719-738;;;;;;;;;;db/journals/fss/fss157.html#KubiakMP06;157;2006
input_article.csv	566598	Missing journal article title	3425941;Cong-hua Yan|Jin-xuan Fang;;;;;;;http://dx.doi.org/10.1016/j.fss.2004.01.006;I(L);Fuzzy Sets and Systems;journals/fss/YanF05;2005-04-07;;;3;485-492;;;;;;;;;;db/journals/fss/fss149.html#YanF05;149;2005
input_article.csv	566649	Missing journal article title	3425992;Zhudeng Wang;;;;;;;http://dx.doi.org/10.1016/S0165-0114(03)00243-4;L|T;Fuzzy Sets and Systems;journals/fss/Wang04;2005-04-07;;;2;313-322;;;;;;;;;;db/journals/fss/fss145.html#Wang04;145;2004
input_article.csv	567719	Missing journal article title	3427062;Fuchun Sun|Huaping Liu|Yenan Hu;;;;;;;http://dx.doi.org/10.1016/j.fss.2005.05.004;H;Fuzzy Sets and Systems;journals/fss/LiuSH05;2006-04-18;;;2;272-291;;;;;;infinity;;;;db/journals/fss/fss155.html#LiuSH05;155;2005
input_article.csv	568034	Missing journal article title	3427377;Huai-Ning Wu|Kai-Yuan Cai;;;;;;;http://dx.doi.org/10.1016/j.fss.2003.11.015;H;Fuzzy Sets and Systems;journals/fss/WuC04;2005-04-07;;;3;411-429;;;;;2;;;;;db/journals/fss/fss148.html#WuC04;148;2004
input_article.csv	568185	Missing journal article title	3427528;Gwang-Yeon Lee|Jong-Sook Bae|Seong-Hoon Cho;;;;;;;http://dx.doi.org/10.1016/j.fss.2005.01.001;L;Fuzzy Sets and Systems;journals/fss/BaeCL05;2006-04-18;;;1;132-140;;;;;;;;;;db/journals/fss/fss154.html#BaeCL05;154;2005
input_article.csv	568682	Missing journal article title	3428025;Adi Levin|Avi Zulti|David Levin|Mina Teicher;;;;;;;http://dx.doi.org/10.1016/j.cagd.2005.06.001;C;Computer Aided Geometric Design;journals/cagd/ZultiLLT06;2006-06-26;;;2;157-178;;;;;;2;;;;db/journals/cagd/cagd23.html#ZultiLLT06;23;2006
input_article.csv	569004	Missing journal article title	3428347;Bert Jüttler|Jirí Kosinka;;;;;;;http://dx.doi.org/10.1016/j.cagd.2006.01.004;G;Computer Aided Geometric Design;journals/cagd/KosinkaJ06;2006-06-26;;;5;401-418;;;;;;1;;;;db/journals/cagd/cagd23.html#KosinkaJ06;23;2006
input_article.csv	569333	Missing journal article title	3428676;Qiang Li|Xiangjiu Che|Xuezhang Liang;;;;;;;http://dx.doi.org/10.1016/j.cagd.2005.01.001;G;Computer Aided Geometric Design;journals/cagd/CheLL05;2010-01-01;;;4;285-298;;;;;;1;;;;db/journals/cagd/cagd22.html#CheLL05;22;2005
input_article.csv	569465	Missing journal article title	3428808;Lyle Noakes|Tomasz Popiel;;;;;;;http://dx.doi.org/10.1016/j.cagd.2005.11.003;C;Computer Aided Geometric Design;journals/cagd/PopielN06;2006-06-26;;;3;261-275;;;;;;2;;;;db/journals/cagd/cagd23.html#PopielN06;23;2006
input_article.csv	569764	Missing journal article title	3429107;Robert C. Powers|T. Riedel;;;;;;;http://dx.doi.org/10.1023/B:ORDE.0000034615.95682.7c;Z;Order;journals/order/PowersR03;2006-02-10;;;4;365-371;;;;;;;;;;db/journals/order/order20.html#PowersR03;20;2003
input_article.csv	569801	Missing journal article title	3429144;Dwight Duffus;;;;;;;http://dx.doi.org/10.1023/B:ORDE.0000026602.94442.32;Obituary;Order;journals/order/Duffus03;2006-02-10;;;3;173-183;;;;;;;;;;db/journals/order/order20.html#Duffus03;20;2003
input_article.csv	569905	Missing journal article title	3429248;John Harding;;;;;;;http://dx.doi.org/10.1007/s11083-008-9084-6;kappa;Order;journals/order/Harding08;2008-08-08;;;2;121-129;;;;;;;;;;db/journals/order/order25.html#Harding08;25;2008
input_article.csv	570001	Missing journal article title	3429344;John Harding|Michael S. Roddy;;;;;;;http://dx.doi.org/10.1023/B:ORDE.0000034755.82568.09;Obituary;Order;journals/order/HardingR03;2006-02-10;;;4;329-332;;;;;;;;;;db/journals/order/order20.html#HardingR03;20;2003
input_article.csv	574485	Missing journal article title	3433828;Hermann A. Maurer;;;;;;;http://dx.doi.org/10.1007/s00287-007-0163-7;Google;Informatik Spektrum;journals/insk/Maurer07;2009-12-17;;;4;273-278;;;;;;;;;;db/journals/insk/insk30.html#Maurer07;30;2007
input_article.csv	577047	Missing journal article title	3436390;Karma Yonten|Majid T. Manzari;;;;;;;http://dx.doi.org/10.1016/j.mcm.2013.01.003;C;Mathematical and Computer Modelling;journals/mcm/ManzariY13;2013-04-08;;;9-10;2519-2531;;;;;;1;;;;db/journals/mcm/mcm57.html#ManzariY13;57;2013
input_article.csv	578242	Missing journal article title	3437585;Antonio Rufián-Lizana|Manuel Arana-Jiménez|Riccardo Cambini;;;;;;;http://dx.doi.org/10.1016/j.mcm.2012.10.015;C;Mathematical and Computer Modelling;journals/mcm/Arana-JimenezCR13;2013-02-04;;;5-6;1148-1153;;;;;;;;;;db/journals/mcm/mcm57.html#Arana-JimenezCR13;57;2013
input_article.csv	579958	Missing journal article title	3439301;Hideki Kasuya|Hiroki Mori|Wakana Odagiri;;;;;;;http://search.ieice.org/bin/summary.php?id=e87-d_5_1086;F;IEICE Transactions;journals/ieicet/MoriOK04;2011-08-17;;;5;1086-1092;;;;;0;;;;;db/journals/ieicet/ieicet87d.html#MoriOK04;87-D;2004
input_article.csv	583302	Missing journal article title	3442645;Hirotomo Aso|Taizo Suzuki;;;;;;;http://search.ieice.org/bin/summary.php?id=e96-a_4_762;M;IEICE Transactions;journals/ieicet/SuzukiA13;2013-04-13;;;4;762-768;;;;;;;;;;db/journals/ieicet/ieicet96a.html#SuzukiA13;96-A;2013
input_article.csv	584246	Missing journal article title	3443589;Masaaki Ikehara|Taizo Suzuki;;;;;;;http://search.ieice.org/bin/summary.php?id=e93-a_8_1457;M;IEICE Transactions;journals/ieicet/SuzukiI10a;2010-12-03;;;8;1457-1464;;;;;;;;;;db/journals/ieicet/ieicet93a.html#SuzukiI10a;93-A;2010
input_article.csv	584644	Missing journal article title	3443987;Teng Long|Xiaopeng Yang|Yongxu Liu;;;;;;;http://search.ieice.org/bin/summary.php?id=e94-b_4_1114;D;IEICE Transactions;journals/ieicet/LiuYL11;2011-05-13;;;4;1114-1117;;;;;;3;;;;db/journals/ieicet/ieicet94b.html#LiuYL11;94-B;2011
input_article.csv	584722	Missing journal article title	3444065;Kazuya Tada|Mitsuyoshi Onoda|Yoshinori Miyoshi;;;;;;;http://dx.doi.org/10.1093/ietele/e91-c.12.1885;In-situ;IEICE Transactions;journals/ieicet/TadaMO08;2009-06-24;;;12;1885-1886;;;;;;;;;;db/journals/ieicet/ieicet91c.html#TadaMO08;91-C;2008
input_article.csv	585796	Missing journal article title	3445139;Kiichi Urahama|Kohei Inoue;;;;;;;http://dx.doi.org/10.1093/ietfec/e91-a.11.3380;n;IEICE Transactions;journals/ieicet/InoueU08;2009-06-25;;;11;3380-3384;;;;;;;;;;db/journals/ieicet/ieicet91a.html#InoueU08;91-A;2008
input_article.csv	586551	Missing journal article title	3445894;Abdelkarim Mercha|Florence Cubaynes|Javier Ramos|Stefaan Decoutere|Wutthinan Jeamsaksiri;;;;;;;http://dx.doi.org/10.1093/ietele/e88-c.5.817;RFCV;IEICE Transactions;journals/ieicet/JeamsaksiriMRDC05;2008-01-25;;;5;817-823;;;;;;;;;;db/journals/ieicet/ieicet88c.html#JeamsaksiriMRDC05;88-C;2005
input_article.csv	588431	Missing journal article title	3447774;Kien Nguyen|Ulrich Meis|Yusheng Ji;;;;;;;http://search.ieice.org/bin/summary.php?id=e95-d_2_480;MAC;IEICE Transactions;journals/ieicet/NguyenMJ12;2012-02-07;;;2;480-489;;;;;;2;;;;db/journals/ieicet/ieicet95d.html#NguyenMJ12;95-D;2012
input_article.csv	589124	Missing journal article title	3448467;Keiichi Suhara;;;;;;;http://dx.doi.org/10.1093/ietele/e88-c.8.1603;I|V;IEICE Transactions;journals/ieicet/Suhara05;2008-01-25;;;8;1603-1615;;;;;;;;;;db/journals/ieicet/ieicet88c.html#Suhara05;88-C;2005
input_article.csv	589247	Missing journal article title	3448590;Guangwen Yang|Ming Chen 0004;;;;;;;http://dx.doi.org/10.1093/ietisy/e89-d.2.563;Reciprocity;IEICE Transactions;journals/ieicet/ChenY06;2013-08-16;;;2;563-569;;;;;;;;;;db/journals/ieicet/ieicet89d.html#ChenY06;89-D;2006
input_article.csv	589735	Missing journal article title	3449078;Isamu Teranishi|Jun Furukawa|Kazue Sako;;;;;;;http://search.ieice.org/bin/summary.php?id=e92-a_1_147&category=A&year=2009&lang=E&abst=;k;IEICE Transactions;journals/ieicet/TeranishiFS09;2009-07-30;;;1;147-165;;;;;;;;;;db/journals/ieicet/ieicet92a.html#TeranishiFS09;92-A;2009
input_article.csv	590223	Missing journal article title	3449566;Cheol Hoon Park|Dongkyung Nam|Jong-Seok Lee;;;;;;;http://search.ieice.org/bin/summary.php?id=e87-d_11_2499;n;IEICE Transactions;journals/ieicet/NamLP04;2011-08-17;;;11;2499-2502;;;;;;;;;;db/journals/ieicet/ieicet87d.html#NamLP04;87-D;2004
input_article.csv	590626	Missing journal article title	3449969;Kaoru Kurosawa|Swee-Huay Heng;;;;;;;http://dx.doi.org/10.1093/ietfec/e89-a.1.39;k;IEICE Transactions;journals/ieicet/HengK06;2008-01-17;;;1;39-46;;;;;;;;;;db/journals/ieicet/ieicet89a.html#HengK06;89-A;2006
input_article.csv	590834	Missing journal article title	3450177;Eiji Fujiwara|Haruhiko Kaneko;;;;;;;http://search.ieice.org/bin/summary.php?id=e92-a_7_1668&category=A&year=2009&lang=E&abst=;M;IEICE Transactions;journals/ieicet/KanekoF09a;2009-07-30;;;7;1668-1676;;;;;;;;;;db/journals/ieicet/ieicet92a.html#KanekoF09a;92-A;2009
input_article.csv	590837	Missing journal article title	3450180;Noboru Ishihara;;;;;;;http://dx.doi.org/10.1093/ietele/e90-c.9.1702;V;IEICE Transactions;journals/ieicet/Ishihara07a;2008-01-22;;;9;1702-1707;;;;;dd;;;;;db/journals/ieicet/ieicet90c.html#Ishihara07a;90-C;2007
input_article.csv	592064	Missing journal article title	3451407;Wen-De Zhong|Zhenrong Zhang;;;;;;;http://dx.doi.org/10.1093/ietcom/e88-b.5.1921;P;IEICE Transactions;journals/ieicet/ZhongZ05;2008-01-20;;;5;1921-1926;;;;;;;;;;db/journals/ieicet/ieicet88b.html#ZhongZ05;88-B;2005
input_article.csv	592112	Missing journal article title	3451455;Daehwan Kim|Jong-Moon Chung|Sung Kwon Hong;;;;;;;http://search.ieice.org/bin/summary.php?id=e94-a_2_869;M;IEICE Transactions;journals/ieicet/HongCK11;2011-02-10;;;2;869-871;;;;;;;;;;db/journals/ieicet/ieicet94a.html#HongCK11;94-A;2011
input_article.csv	592556	Missing journal article title	3451899;Hiroshi Ishii;;;;;;;http://search.ieice.org/bin/summary.php?id=e87-d_6_1299;Bottles;IEICE Transactions;journals/ieicet/Ishii04;2011-08-17;;;6;1299-1311;;;;;;;;;;db/journals/ieicet/ieicet87d.html#Ishii04;87-D;2004
input_article.csv	592809	Missing journal article title	3452152;Hirotaka Okabe|Naoki Matsuda;;;;;;;http://search.ieice.org/bin/summary.php?id=e96-c_3_389;In situ|c;IEICE Transactions;journals/ieicet/MatsudaO13;2013-03-03;;;3;389-392;;;;;;;;;;db/journals/ieicet/ieicet96c.html#MatsudaO13;96-C;2013
input_article.csv	592882	Missing journal article title	3452225;Erik R. Altman|Kemal Ebcioglu|Soo-Mook Moon|Suhyun Kim;;;;;;;http://search.ieice.org/bin/summary.php?id=e87-d_7_1712;V;IEICE Transactions;journals/ieicet/KimMEA04;2011-08-17;;;7;1712-1720;;;;;;;;;;db/journals/ieicet/ieicet87d.html#KimMEA04;87-D;2004
input_article.csv	600843	Missing journal article title	3460186;Bruno Bacci|Marco Danelutto|Marco Vanneschi|Salvatore Orlando|Susanna Pelagatti;;;;;;;http://dx.doi.org/10.1002/cpe.4330070305;L|P;Concurrency - Practice and Experience;journals/concurrency/BacciDOPV95;2007-11-30;;;3;225-255;;;;;;3;;;;db/journals/concurrency/concurrency7.html#BacciDOPV95;7;1995
input_article.csv	601163	Missing journal article title	3460506;Chutiporn Anutariya|Rachanee Ungrangsi|Vilas Wuwongse;;;;;;;http://dx.doi.org/10.1002/cpe.1385;SQORE;Concurrency and Computation: Practice and Experience;journals/concurrency/UngrangsiAW09;2009-05-07;;;5;651-671;;;;;;;;;;db/journals/concurrency/concurrency21.html#UngrangsiAW09;21;2009
input_article.csv	601210	Missing journal article title	3460553;Berna L. Massingill|Beverly A. Sanders|Timothy G. Mattson;;;;;;;http://dx.doi.org/10.1002/cpe.1147;Reengineering for Parallelism;Concurrency and Computation: Practice and Experience;journals/concurrency/MassingillMS07;2007-11-26;;;4;503-529;;;;;;;;;;db/journals/concurrency/concurrency19.html#MassingillMS07;19;2007
input_article.csv	601585	Missing journal article title	3460928;Horacio González-Vélez|Mehdi Goli;;;;;;;http://dx.doi.org/10.1002/cpe.3076;N;Concurrency and Computation: Practice and Experience;journals/concurrency/GoliG14;2014-02-27;;;4;972-986;;;;;;;;;;db/journals/concurrency/concurrency26.html#GoliG14;26;2014
input_article.csv	602010	Missing journal article title	3461353;Carlo Mastroianni|Claudio Lucchese|Domenico Talia|Salvatore Orlando;;;;;;;http://dx.doi.org/10.1002/cpe.1545;Mining@home;Concurrency and Computation: Practice and Experience;journals/concurrency/LuccheseMOT10;2010-03-08;;;5;658-682;;;;;;;;;;db/journals/concurrency/concurrency22.html#LuccheseMOT10;22;2010
input_article.csv	605109	Missing journal article title	3464452;Bechir Hamdaoui|Megha Maiya;;;;;;;http://dx.doi.org/10.1002/wcm.1160;iMAC;Wireless Communications and Mobile Computing;journals/wicomm/MaiyaH13;2013-08-22;;;11;1060-1071;;;;;;;;;;db/journals/wicomm/wicomm13.html#MaiyaH13;13;2013
input_article.csv	605204	Missing journal article title	3464547;Chai-Keong Toh|Santithorn Bunchua;;;;;;;http://dx.doi.org/10.1002/wcm.24;Ad hoc;Wireless Communications and Mobile Computing;journals/wicomm/TohB01;2005-09-20;;;4;361-379;;;;;;;;;;db/journals/wicomm/wicomm1.html#TohB01;1;2001
input_article.csv	605542	Missing journal article title	3464885;Gretchen H. Lynn|Taieb Znati;;;;;;;http://dx.doi.org/10.1002/wcm.1073;RoMR: ;Wireless Communications and Mobile Computing;journals/wicomm/LynnZ10;2011-01-25;;;12;1620-1647;;;;;;;;;;db/journals/wicomm/wicomm10.html#LynnZ10;10;2010
input_article.csv	605589	Missing journal article title	3464932;Chen-Khong Tham|Hwee-Xian Tan|Mun Choon Chan|Peng Yong Kong;;;;;;;http://dx.doi.org/10.1002/wcm.987;SAUCeR;Wireless Communications and Mobile Computing;journals/wicomm/TanCKT11;2013-11-04;;;3;410-425;;;;;;;;;;db/journals/wicomm/wicomm11.html#TanCKT11;11;2011
input_article.csv	605748	Missing journal article title	3465091;Abhishek Roy|Jitae Shin|Navrati Saxena;;;;;;;http://dx.doi.org/10.1002/wcm.546;QuESt;Wireless Communications and Mobile Computing;journals/wicomm/SaxenaRS09;2009-05-07;;;3;417-426;;;;;;;;;;db/journals/wicomm/wicomm9.html#SaxenaRS09;9;2009
input_article.csv	605800	Missing journal article title	3465143;Alireza Naimi|Ghasem Azemi;;;;;;;http://dx.doi.org/10.1002/wcm.725;K;Wireless Communications and Mobile Computing;journals/wicomm/NaimiA09;2010-02-04;;;10;1379-1386;;;;;;;;;;db/journals/wicomm/wicomm9.html#NaimiA09;9;2009
input_article.csv	606284	Missing journal article title	3465627;Hani S. Mahmassani;;;;;;;http://dx.doi.org/10.1287/trsc.29.3.291;TSS Dissertation Abstracts;Transportation Science;journals/transci/Mahmassani95;2013-02-26;;;3;291-301;;;;;;;;;;db/journals/transci/transci29.html#Mahmassani95;29;1995
input_article.csv	609167	Missing journal article title	3468510;Robert C. Moore;;;;;;;http://doi.ieeecomputersociety.org/10.1109/TC.1976.1674619;D;IEEE Trans. Computers;journals/tc/Moore76;2011-10-27;;;4;366-373;;;;;;;;;;db/journals/tc/tc25.html#Moore76;25;1976
input_article.csv	611263	Missing journal article title	3470606;Eliseu M. Chaves Filho|Fadi J. Kurdahi|Guangming Lu|Hartej Singh|Ming-Hau Lee|Nader Bagherzadeh;;;;;;;http://doi.ieeecomputersociety.org/10.1109/12.859540;MorphoSys;IEEE Trans. Computers;journals/tc/SinghLLKBF00;2011-10-27;;;5;465-481;;;;;;;;;;db/journals/tc/tc49.html#SinghLLKBF00;49;2000
input_article.csv	611758	Missing journal article title	3471101;Charles E. Molnar|Fred U. Rosenberger|Thomas J. Chaney|Ting-Pien Fang;;;;;;;http://doi.ieeecomputersociety.org/10.1109/12.2252;Q;IEEE Trans. Computers;journals/tc/RosenbergerMCF88;2011-10-27;;;9;1005-1018;;;;;;;;;;db/journals/tc/tc37.html#RosenbergerMCF88;37;1988
input_article.csv	613230	Missing journal article title	3472573;André Thayse;;;;;;;http://doi.ieeecomputersociety.org/10.1109/TC.1981.6312175;P;IEEE Trans. Computers;journals/tc/Thayse81;2012-10-15;;;2;126-134;;;;;;;;;;db/journals/tc/tc30.html#Thayse81;30;1981
input_article.csv	613707	Missing journal article title	3473050;Ming Li|N. Garry Tarr|Robert G. Harrison|Rony E. Amaya;;;;;;;http://dx.doi.org/10.1155/2010/415315;X;J. Electrical and Computer Engineering;journals/jece/LiAHT10;2011-11-09;;;;;;;;;;;;;;db/journals/jece/jece2010.html#LiAHT10;2010;2010
input_article.csv	614229	Missing journal article title	3473572;Gyoungju Lee|Ikuho Yamada|Peter A. Rogerson;;;;;;;http://dx.doi.org/10.1007/s10109-009-0080-1;GeoSurveillance;Journal of Geographical Systems;journals/jgs/YamadaRL09;2009-09-01;;;2;155-173;;;;;;;;;;db/journals/jgs/jgs11.html#YamadaRL09;11;2009
input_article.csv	614351	Missing journal value	3473694;Carol Friedman|Elizabeth S. Chen|George Hripcsak|Hongfang Liu|James J. Cimino|Li Zhou|Ying Tao|Yves A. Lussier;Journal of Biomedical Informatics;;;;;;http://dx.doi.org/10.1016/j.jbi.2005.10.006;;;journals/jbi/ZhouTCCLLHF06;2007-01-23;;;;626-636;;;;;;;Terminology model discovery using natural language processing and visualization techniques.;;;db/journals/jbi/jbi39.html#ZhouTCCLLHF06;;2006
input_article.csv	614382	Missing journal value	3473725;Dezhong Xu|Donghuai Gao|Hongwei Cai|Jielai Xia|Yongping Yan;Journal of Biomedical Informatics;;;;;;http://dx.doi.org/10.1016/j.jbi.2006.02.015;;;journals/jbi/CaiXXGY06;2007-01-23;;;;706-719;;;;;;;A generic minimization random allocation and blinding system on web.;;;db/journals/jbi/jbi39.html#CaiXXGY06;;2006
input_article.csv	614398	Missing journal value	3473741;Addolorata Cavalluzzi|Berardina De Carolis|Fiorella de Rosis|Nicole Novielli|Valeria Carofiglio;Journal of Biomedical Informatics;;;;;;http://dx.doi.org/10.1016/j.jbi.2006.01.001;;;journals/jbi/RosisNCCC06;2007-01-23;;;;514-531;;;;;;;User modeling and adaptation in health promotion dialogs with an animated character.;;;db/journals/jbi/jbi39.html#RosisNCCC06;;2006
input_article.csv	614406	Missing journal value	3473749;J. I. Estévez|José F. Sigut|José L. Sánchez|Pedro A. Toledo|Silvia Alayón;Journal of Biomedical Informatics;;;;;;http://dx.doi.org/10.1016/j.jbi.2006.03.001;;;journals/jbi/AlayonESST06;2011-09-09;;;;573-588;;;;;;;An evolutionary Michigan recurrent fuzzy system for nuclei classification in cytological images using nuclear chromatin distribution.;;;db/journals/jbi/jbi39.html#AlayonESST06;;2006
input_article.csv	614489	Missing journal value	3473832;Christophe Garcia|Frank J. Manion|Ghislain Bidaut|Michael F. Ochs;Journal of Biomedical Informatics;;;;;;http://dx.doi.org/10.1016/j.jbi.2005.10.001;;;journals/jbi/BidautMGO06;2007-01-23;;;;379-388;;;;;;;WaveRead: Automatic measurement of relative gene expression levels from microarrays using wavelet analysis.;;;db/journals/jbi/jbi39.html#BidautMGO06;;2006
input_article.csv	614515	Missing journal value	3473858;Peter J. Haug|Stéphane M. Meystre;Journal of Biomedical Informatics;;;;;;http://dx.doi.org/10.1016/j.jbi.2005.11.004;;;journals/jbi/MeystreH06;2009-07-20;;;;589-599;;;;;;;Natural language processing to extract medical problems from electronic clinical documents: Performance evaluation.;;;db/journals/jbi/jbi39.html#MeystreH06;;2006
input_article.csv	614542	Missing journal value	3473885;Meliha Yetisgen-Yildiz|Wanda Pratt;Journal of Biomedical Informatics;;;;;;http://dx.doi.org/10.1016/j.jbi.2005.11.010;;;journals/jbi/Yetisgen-YildizP06;2007-01-23;;;;600-611;;;;;;;Using statistical and knowledge-based approaches for literature-based discovery.;;;db/journals/jbi/jbi39.html#Yetisgen-YildizP06;;2006
input_article.csv	614544	Missing journal value	3473887;Quanzhi Li|Yi-fang Brook Wu;Journal of Biomedical Informatics;;;;;;http://dx.doi.org/10.1016/j.jbi.2006.02.001;;;journals/jbi/LiW06;2007-01-23;;;;668-679;;;;;;;Identifying important concepts from medical documents.;;;db/journals/jbi/jbi39.html#LiW06;;2006
input_article.csv	614554	Missing journal value	3473897;Michael E. Bales|Stephen B. Johnson;Journal of Biomedical Informatics;;;;;;http://dx.doi.org/10.1016/j.jbi.2005.10.007;;;journals/jbi/BalesJ06;2007-01-23;;;;451-464;;;;;;;Graph theoretic modeling of large-scale semantic networks.;;;db/journals/jbi/jbi39.html#BalesJ06;;2006
input_article.csv	614581	Missing journal value	3473924;Donna K. Byron|George Ferguson|James F. Allen|Lucian Galescu|Mary D. Swift|Myroslava Dzikovska|Nate Blaylock|Nathanael Chambers;Journal of Biomedical Informatics;;;;;;http://dx.doi.org/10.1016/j.jbi.2006.02.004;;;journals/jbi/AllenFBBCDGS06;2008-05-21;;;;500-513;;;;;;;Chester: Towards a personal medication advisor.;;;db/journals/jbi/jbi39.html#AllenFBBCDGS06;;2006
input_article.csv	614588	Missing journal value	3473931;Jiong Yang|Lei Liu|Qing-ming Luo|Yixue Li|Zhuo Fang;Journal of Biomedical Informatics;;;;;;http://dx.doi.org/10.1016/j.jbi.2005.08.004;;;journals/jbi/FangYLLL06;2007-01-23;;;;401-411;;;;;;;Knowledge guided analysis of microarray data.;;;db/journals/jbi/jbi39.html#FangYLLL06;;2006
input_article.csv	614612	Missing journal value	3473955;Amy Berlin|Ida Sim|Marco Sorani;Journal of Biomedical Informatics;;;;;;http://dx.doi.org/10.1016/j.jbi.2005.12.003;;;journals/jbi/BerlinSS06;2007-01-23;;;;656-667;;;;;;;A taxonomic description of computer-based clinical decision support systems.;;;db/journals/jbi/jbi39.html#BerlinSS06;;2006
input_article.csv	614614	Missing journal value	3473957;Adam S. Rothschild|Frances P. Morrison|Genevieve B. Melton|George Hripcsak|Marianthi Markatou|Simon Parsons;Journal of Biomedical Informatics;;;;;;http://dx.doi.org/10.1016/j.jbi.2006.01.004;;;journals/jbi/MeltonPMRMH06;2007-01-23;;;;697-705;;;;;;;Inter-patient distance metrics using SNOMED CT defining relationships.;;;db/journals/jbi/jbi39.html#MeltonPMRMH06;;2006
input_article.csv	614673	Missing journal value	3474016;Agapios N. Platis|Costas Lambrinoudakis|Elias P. Zafiropoulos|Ilias Maglogiannis;Journal of Biomedical Informatics;;;;;;http://dx.doi.org/10.1016/j.jbi.2005.10.003;;;journals/jbi/MaglogiannisZPL06;2007-11-22;;;;637-647;;;;;;;Risk analysis of a patient monitoring system using Bayesian Network modeling.;;;db/journals/jbi/jbi39.html#MaglogiannisZPL06;;2006
