Rank,Title,OA,Country,SJR-index,CiteScore,H-index,Best Quartile,Best Categories,Best Subject Area,Best Subject Rank,Total Docs.,Total Docs. 3y,Total Refs.,Total Cites 3y,Citable Docs. 3y,Cites/Doc. 2y,Refs./Doc.,Publisher,Core Collection,Coverage,Active,In-Press,ISO Language Code,ASJC Codes,Life Sciences,Social Sciences,Physical Sciences,Health Sciences,1000 General,1100 Agricultural and Biological Sciences,1200 Arts and Humanities,"1300 Biochemistry, Genetics and Molecular Biology","1400 Business, Management and Accounting",1500 Chemical Engineering,1600 Chemistry,1700 Computer Science,1800 Decision Sciences,1900 Earth and Planetary Sciences,"2000 Economics, Econometrics and Finance",2100 Energy,2200 Engineering,2300 Environmental Science,2400 Immunology and Microbiology,2500 Materials Science,2600 Mathematics,2700 Medicine,2800 Neuroscience,2900 Nursing,"3000 Pharmacology, Toxicology and Pharmaceutics",3100 Physics and Astronomy,3200 Psychology,3300 Social Sciences,3400 Veterinary,3500 Dentistry,3600 Health Professions
13676,Journal of Ceramic Processing Research,True,South Korea,0.254,1.6,34,Q3,['Ceramics and Composites'],Materials Science,786,128,310,3943,349,310,1.34,30.8,Korean Assoc Crystal Growth,Science Citation Index Expanded,2000,True,False,ENG,['2503'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13677,Journal of Creativity in Mental Health,False,United States,0.254,1.4,23,Q3,['Clinical Psychology'],Psychology,851,59,156,2545,125,146,0.72,43.14,Routledge Journals,Emerging Sources Citation Index,2006,True,True,ENG,"['2738', ' 3203']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13678,Indian Journal of Pure and Applied Mathematics,True,India,0.254,0.9,40,Q3,['Mathematics (miscellaneous)'],Mathematics,1080,204,316,3897,204,309,0.68,19.1,,,1996,True,True,ENG,"['2604', ' 2600']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13679,Engineering Letters,True,Hong Kong,0.254,2.0,20,Q3,['Engineering (miscellaneous)'],Engineering,1477,188,449,5322,546,448,1.28,28.31,Newswood Ltd,Emerging Sources Citation Index,2009,True,False,ENG,['2200'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13680,Transport Problems,True,Poland,0.254,2.2,18,Q3,"['Automotive Engineering', 'Mechanical Engineering']",Engineering,1479,68,198,1812,210,198,0.99,26.65,Silesian Univ Technolocy,Emerging Sources Citation Index,2012,True,False,POL,"['2210', ' 3313', ' 2203']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13681,Research in Post-Compulsory Education,False,United Kingdom,0.254,1.1,23,Q3,['Education'],Social Sciences,2979,32,74,1622,72,73,0.84,50.69,Routledge Journals,Emerging Sources Citation Index,1996,True,False,ENG,['3304'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13682,"Southern Communication Journal, The",False,United Kingdom,0.254,,30,Q3,['Communication'],Social Sciences,2980,41,90,1932,84,86,0.61,47.12,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13683,Health SA Gesondheid,True,South Africa,0.254,1.2,17,Q3,"['Health Policy', 'Public Health, Environmental and Occupational Health']",Medicine,4282,86,154,3299,155,152,0.89,38.36,Aosis,Emerging Sources Citation Index,2011,True,True,ENG,"['2739', ' 2719']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13684,"Nucleosides, Nucleotides and Nucleic Acids",False,United States,0.254,2.3,50,Q3,['Medicine (miscellaneous)'],Medicine,4284,95,224,3197,343,224,1.46,33.65,,,2000,True,True,ENG,"['1311', ' 1313', ' 1303', ' 2700']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13685,Revista Espanola de Medicina Nuclear e Imagen Molecular,False,Spain,0.254,1.2,23,Q3,"['Radiology, Nuclear Medicine and Imaging']",Medicine,4285,129,253,1670,154,226,0.52,12.95,Elsevier Espana Slu,Science Citation Index Expanded,2012,True,True,ENG,['2741'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13686,Saudi Journal of Ophthalmology,True,India,0.254,1.4,31,Q3,['Ophthalmology'],Medicine,4286,62,224,2442,161,222,0.28,39.39,Wolters Kluwer Medknow Publications,Emerging Sources Citation Index,2009,True,True,ENG,['2731'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13687,Texas Heart Institute Journal,True,United States,0.254,1.1,60,Q3,"['Cardiology and Cardiovascular Medicine', 'Medicine (miscellaneous)']",Medicine,4287,126,207,1790,164,144,0.69,14.21,Texas Heart Inst,Science Citation Index Expanded,1982,True,False,ENG,['2705'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13688,Yonago Acta Medica,False,Japan,0.254,1.8,22,Q3,['Medicine (miscellaneous)'],Medicine,4288,41,147,977,161,147,0.99,23.83,Tottori Univ Medical Press,Science Citation Index Expanded,1965,True,False,ENG,['2700'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13689,Organic Preparations and Procedures International,False,United Kingdom,0.254,2.2,53,Q4,['Organic Chemistry'],Chemistry,599,77,184,3051,335,184,1.68,39.62,Taylor & Francis Inc,Science Citation Index Expanded,1971,True,False,ENG,['1605'],0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13690,Algebra and Discrete Mathematics,True,Ukraine,0.254,0.5,10,Q4,"['Algebra and Number Theory', 'Discrete Mathematics and Combinatorics']",Mathematics,1079,32,132,649,46,132,0.32,20.28,Luhansk Taras Shevchenko Natl Univ,Emerging Sources Citation Index,2012,True,False,ENG,"['2607', ' 2602']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13691,Conservation and Management of Archaeological Sites,False,United Kingdom,0.253,1.9,14,Q1,['Conservation'],Arts and Humanities,814,10,26,605,28,25,0.27,60.5,Routledge Journals,Arts & Humanities Citation Index,1995,True,False,ENG,"['3302', ' 1204', ' 1206']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13692,Revista de Economia Mundial,True,Spain,0.253,0.9,13,Q1,['History'],Arts and Humanities,815,34,85,1376,60,75,0.62,40.47,Univ Huelva,Social Sciences Citation Index,2003,True,False,ENG,"['2002', ' 1202', ' 3301', ' 3305', ' 3313', ' 3320']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13693,Southern African Humanities,False,South Africa,0.253,1.3,22,Q1,['History'],Arts and Humanities,816,0,24,0,15,24,0.27,0.0,Natal Museum,Arts & Humanities Citation Index,2008,True,False,ENG,"['3302', ' 3314', ' 1202', ' 3316', ' 1204']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13694,South Asian Diaspora,False,United Kingdom,0.253,1.4,12,Q1,['Cultural Studies'],Social Sciences,2987,9,40,446,31,39,0.88,49.56,Routledge Journals,Emerging Sources Citation Index,2009,True,True,ENG,"['3312', ' 3314', ' 3316']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13695,Farmacia,False,Romania,0.253,2.4,30,Q2,"['Pharmacology, Toxicology and Pharmaceutics (miscellaneous)']","Pharmacology, Toxicology and Pharmaceutics",428,149,448,5812,625,448,1.62,39.01,Soc Stiinte Farmaceutice Romania,Science Citation Index Expanded,1945,True,False,RUM,['3000'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13696,Language Matters,False,United Kingdom,0.253,1.0,15,Q2,['Linguistics and Language'],Social Sciences,2984,23,62,849,31,53,0.59,36.91,Routledge Journals,Social Sciences Citation Index | Arts & Humanities Citation Index,1993,True,False,ENG,"['3310', ' 1203']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13697,Obrazovanie i Nauka,True,Russian Federation,0.253,2.6,12,Q3,"['Physical Therapy, Sports Therapy and Rehabilitation']",Health Professions,356,70,219,2990,255,219,1.26,42.71,,,2018,True,False,ENG,"['3612', ' 3304']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
13698,Advances in Astronomy,True,United States,0.253,2.5,33,Q3,['Astronomy and Astrophysics'],Physics and Astronomy,761,10,88,532,107,84,1.23,53.2,Hindawi Ltd,Science Citation Index Expanded,2010,True,False,ENG,"['1912', ' 3103']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13699,SPIN,False,Singapore,0.253,2.2,21,Q3,"['Electronic, Optical and Magnetic Materials']",Materials Science,788,37,114,1351,144,112,1.28,36.51,World Scientific Publ Co Pte Ltd,Science Citation Index Expanded,2011,True,True,ENG,"['2208', ' 3107', ' 2504']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13700,International Journal of Information Technology and Web Engineering,False,United States,0.253,3.9,16,Q3,['Computer Science (miscellaneous)'],Computer Science,1053,10,59,370,82,59,1.14,37.0,Igi Global,Emerging Sources Citation Index,2006,True,False,ENG,['1700'],0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13701,"Acta Universitatis Sapientiae, Mathematica",True,Germany,0.253,1.0,11,Q3,['Mathematics (miscellaneous)'],Mathematics,1081,23,93,394,63,93,0.45,17.13,,,2014,True,False,ENG,['2600'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13702,Acta Botanica Mexicana,True,Mexico,0.253,1.5,17,Q3,"['Ecology, Evolution, Behavior and Systematics', 'Plant Science']",Agricultural and Biological Sciences,1303,50,162,2569,133,162,0.64,51.38,Inst Ecologia Ac,Science Citation Index Expanded,2008,True,False,ENG,"['1110', ' 1105']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13703,Journal of Agrometeorology,False,India,0.253,1.2,14,Q3,"['Agronomy and Crop Science', 'Forestry']",Agricultural and Biological Sciences,1304,87,223,1226,154,187,0.71,14.09,,,2008,True,False,ENG,"['1902', ' 1102', ' 1107']",1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13704,International Journal of Automotive and Mechanical Engineering,True,Malaysia,0.253,2.2,30,Q3,"['Automotive Engineering', 'Mechanical Engineering']",Engineering,1480,63,255,2235,343,255,1.32,35.48,Univ Malaysia Pahang,Emerging Sources Citation Index,2010,True,False,ENG,"['2210', ' 2203']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13705,Nuklearmedizin - NuclearMedicine,False,Germany,0.253,1.8,42,Q3,"['Medicine (miscellaneous)', 'Radiology, Nuclear Medicine and Imaging']",Medicine,4289,53,180,1443,122,154,0.71,27.23,,,1959,True,False,GER,"['2741', ' 2700']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13706,Revista Espanola de Anestesiologia y Reanimacion,False,Spain,0.253,1.7,26,Q3,"['Anesthesiology and Pain Medicine', 'Critical Care and Intensive Care Medicine']",Medicine,4290,132,314,2611,269,258,0.93,19.78,Elsevier,Emerging Sources Citation Index,1963,True,True,ENG,"['2703', ' 2706']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13707,Salud Colectiva,True,Argentina,0.253,1.2,15,Q3,"['Health Policy', 'Public Health, Environmental and Occupational Health']",Medicine,4291,33,137,1059,87,134,0.56,32.09,Universidad Nacional De Lanus,Social Sciences Citation Index,2008,True,False,SPA,"['2739', ' 2719']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13708,Journal of Islamic Studies,False,United Kingdom,0.252,1.4,12,Q1,"['History', 'Literature and Literary Theory', 'Religious Studies']",Arts and Humanities,819,8,27,666,21,27,0.67,83.25,Oxford Univ Press,Arts & Humanities Citation Index,1990,True,False,ENG,"['1208', ' 1212', ' 1202', ' 3316']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13709,Cultural Studies - Critical Methodologies,False,United States,0.252,1.6,39,Q1,['Cultural Studies'],Social Sciences,2991,74,168,2768,176,165,0.69,37.41,,,2001,True,False,ENG,"['1201', ' 3316']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13710,Journal of Baltic Studies,False,United Kingdom,0.252,1.1,24,Q1,['Cultural Studies'],Social Sciences,2992,47,89,2961,65,85,0.59,63.0,Assoc Advancement Baltic Studies Inc,Social Sciences Citation Index,1972,True,True,ENG,"['1201', ' 3316']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13711,Journal of Pharmacy and Bioallied Sciences,True,India,0.252,1.5,47,Q2,"['Pharmacology, Toxicology and Pharmaceutics (miscellaneous)']","Pharmacology, Toxicology and Pharmaceutics",430,280,798,5049,930,793,0.93,18.03,Wolters Kluwer Medknow Publications,Emerging Sources Citation Index,2011,True,False,ENG,"['3000', ' 1300', ' 1502']",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13712,Medical Problems of Performing Artists,False,United States,0.252,1.4,37,Q2,['History and Philosophy of Science'],Arts and Humanities,820,35,97,1072,97,91,0.87,30.63,Science & Medicine Inc,Science Citation Index Expanded | Arts & Humanities Citation Index,1986,True,False,ENG,"['1207', ' 2700']",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13713,Theoria (Spain),True,Spain,0.252,,16,Q2,"['History and Philosophy of Science', 'Philosophy']",Arts and Humanities,821,15,64,494,28,60,0.3,32.93,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13714,Lexikos,True,South Africa,0.252,1.0,18,Q2,['Linguistics and Language'],Social Sciences,2994,30,60,1149,41,60,0.6,38.3,Buro Van Die Wat,Social Sciences Citation Index | Arts & Humanities Citation Index,2002,True,False,ENG,"['3310', ' 1203']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13715,Sign Language and Linguistics (Online),False,Netherlands,0.252,,27,Q2,['Linguistics and Language'],Social Sciences,2995,11,40,356,31,39,1.04,32.36,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13716,International Journal of Psychology and Psychological Therapy,False,Spain,0.252,1.0,37,Q3,['Clinical Psychology'],Psychology,853,21,76,1002,66,76,0.88,47.71,Asoc Analisis Comportamiento,Emerging Sources Citation Index,2001,True,False,ENG,"['3203', ' 3204', ' 3205']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13717,Verhaltenstherapie,False,Switzerland,0.252,1.3,27,Q3,['Clinical Psychology'],Psychology,854,26,110,1012,94,99,0.49,38.92,Karger,Science Citation Index Expanded | Social Sciences Citation Index,1991,True,True,GER,"['2738', ' 3203']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13718,Bois et Forets des Tropiques,True,France,0.252,1.4,13,Q3,['Ecology'],Environmental Science,883,28,91,1006,73,83,0.61,35.93,Cirad-Centre Cooperation Int Recherche Agronomique Pour,Science Citation Index Expanded,2010,True,False,ENG,"['2303', ' 1105', ' 1107']",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13719,Plankton and Benthos Research,False,Japan,0.252,1.2,23,Q3,['Ecology'],Environmental Science,884,41,105,2019,75,94,0.69,49.24,,,2006,True,False,ENG,"['2303', ' 1104', ' 1105', ' 1910']",1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13720,Journal of Entomological Science,False,United States,0.252,0.9,32,Q3,"['Agronomy and Crop Science', 'Ecology, Evolution, Behavior and Systematics', 'Insect Science']",Agricultural and Biological Sciences,1306,53,158,1681,94,141,0.63,31.72,Georgia Entomological Soc Inc,Science Citation Index Expanded,1993,True,False,ENG,"['1109', ' 1102', ' 1105']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13721,Strength of Materials,False,United States,0.252,1.1,25,Q3,['Mechanics of Materials'],Engineering,1482,99,318,1964,254,318,0.69,19.84,Springer,Science Citation Index Expanded,1969,True,True,ENG,['2211'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13722,Austrian Journal of Political Science,True,Germany,0.252,1.4,9,Q3,['Sociology and Political Science'],Social Sciences,2989,2,15,73,12,15,0.9,36.5,Osterreichische Gesellschaft Politikwissenschaft,Social Sciences Citation Index,2015,True,False,GER,['3312'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13723,Canadian Public Administration,False,United States,0.252,1.4,29,Q3,"['Public Administration', 'Sociology and Political Science']",Social Sciences,2990,42,100,1827,95,97,0.95,43.5,,,1958,True,True,ENG,"['3321', ' 3312']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13724,Archives of Clinical Infectious Diseases,True,Iran,0.252,2.8,19,Q3,"['Cardiology and Cardiovascular Medicine', 'Critical Care and Intensive Care Medicine', 'Infectious Diseases', 'Public Health, Environmental and Occupational Health']",Medicine,4293,48,216,1197,248,178,1.46,24.94,Briefland,Emerging Sources Citation Index,2012,True,False,ENG,"['3005', ' 2739', ' 2706', ' 2725']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
13725,Boletin Medico del Hospital Infantil de Mexico,True,Mexico,0.252,1.3,14,Q3,"['Pediatrics, Perinatology and Child Health']",Medicine,4294,55,193,1711,175,184,0.97,31.11,Hospital Infantil Mexico,Emerging Sources Citation Index,1947,True,False,ENG,['2735'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13726,Clinical advances in periodontics,False,United States,0.252,1.2,6,Q3,['Medicine (miscellaneous)'],Medicine,4296,42,98,0,76,98,0.8,0.0,Wiley,Emerging Sources Citation Index,2017,True,False,ENG,['2700'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13727,Acta Endocrinologica,True,Romania,0.252,1.5,17,Q4,['Endocrine and Autonomic Systems'],Neuroscience,440,68,266,1755,248,231,0.72,25.81,,,2005,True,False,ENG,"['2807', ' 1310', ' 2712']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
13728,International Journal of Digital Crime and Forensics,False,United States,0.252,2.3,16,Q4,['Software'],Computer Science,1054,7,94,193,109,94,1.18,27.57,Igi Global,Emerging Sources Citation Index,2009,True,False,ENG,['1712'],0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13729,Case Reports in Oncology,True,Switzerland,0.252,1.4,25,Q4,['Oncology'],Medicine,4295,166,680,2646,551,680,0.75,15.94,Karger,Emerging Sources Citation Index,2010,True,False,ENG,['2730'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13730,Columbia Journal of Transnational Law,False,United States,0.251,1.0,34,Q2,"['Law', 'Political Science and International Relations']",Social Sciences,2997,10,44,2097,25,43,0.53,209.7,Columbia Journal Transnational Law Assoc,Social Sciences Citation Index,1980,True,False,ENG,"['3308', ' 3320']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13731,Departures in Critical Qualitative Research,False,United States,0.251,0.9,5,Q2,['Linguistics and Language'],Social Sciences,2998,12,142,331,65,134,0.39,27.58,Univ California Press,Emerging Sources Citation Index,2019,True,False,ENG,"['3310', ' 3315', ' 1203']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13732,Belitung Nursing Journal,True,Indonesia,0.251,1.4,7,Q3,['Nursing (miscellaneous)'],Nursing,340,75,159,2468,178,145,1.35,32.91,Belitung Raya Foundation,Emerging Sources Citation Index,2020,True,False,ENG,['2900'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13733,Pacific Rim International Journal of Nursing Research,False,Thailand,0.251,1.1,7,Q3,['Nursing (miscellaneous)'],Nursing,341,53,127,1939,102,121,0.79,36.58,Thailand Nursing & Midwifery Council,Emerging Sources Citation Index,2019,True,False,ENG,['2900'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13734,Journal of Medical Signals and Sensors,True,India,0.251,2.5,28,Q3,['Radiological and Ultrasound Technology'],Health Professions,357,41,96,1428,171,95,1.47,34.83,,,2011,True,False,ENG,"['2718', ' 2741', ' 2204', ' 3614', ' 1701']",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13735,Geology of Ore Deposits,False,United States,0.251,1.2,27,Q3,"['Economic Geology', 'Geology']",Earth and Planetary Sciences,714,58,170,2580,121,170,0.65,44.48,Pleiades Publishing Inc,Science Citation Index Expanded,1996,True,False,ENG,"['1905', ' 1906', ' 1907']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13736,"Journal of Mining and Metallurgy, Section B: Metallurgy",True,Serbia,0.251,2.1,25,Q3,['Geotechnical Engineering and Engineering Geology'],Earth and Planetary Sciences,715,31,138,937,128,138,1.0,30.23,,,2007,True,False,ENG,"['2505', ' 2506', ' 2211', ' 1909']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13737,Cosmic Research,False,United States,0.251,,23,Q3,['Astronomy and Astrophysics'],Physics and Astronomy,763,50,150,1210,110,150,0.74,24.2,Maik Nauka/Interperiodica/Springer,Science Citation Index Expanded,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13738,EPJ Applied Physics,False,France,0.251,1.9,51,Q3,['Condensed Matter Physics'],Physics and Astronomy,764,88,254,3655,317,251,1.08,41.53,,,1998,True,False,ENG,"['3104', ' 3105', ' 2504']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13739,Korea Australia Rheology Journal,False,South Korea,0.251,2.5,31,Q3,['Condensed Matter Physics'],Physics and Astronomy,765,24,87,1034,127,87,1.41,43.08,,,2003,True,False,ENG,"['3104', ' 2500']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13740,Mapan - Journal of Metrology Society of India,False,India,0.251,2.0,19,Q3,['Physics and Astronomy (miscellaneous)'],Physics and Astronomy,766,85,207,2836,230,204,1.17,33.36,,,2009,True,True,ENG,['3101'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13741,Clinical Case Studies,False,United States,0.251,1.4,24,Q3,['Clinical Psychology'],Psychology,855,42,91,1697,89,91,1.03,40.4,Sage Publications Inc,Social Sciences Citation Index,2002,True,False,ENG,"['2738', ' 3203']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13742,Revista de Psicologia del Deporte,True,Spain,0.251,2.2,32,Q3,['Applied Psychology'],Psychology,856,87,243,2943,367,238,1.47,33.83,Univ Illes Balears,Social Sciences Citation Index,2008,True,False,SPA,['3202'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13743,International Journal of Environment and Sustainable Development,False,United Kingdom,0.251,1.8,21,Q3,"['Management, Monitoring, Policy and Law']",Environmental Science,885,33,70,1651,90,67,0.98,50.03,Inderscience Enterprises Ltd,Emerging Sources Citation Index,2002,True,False,ENG,"['2308', ' 2105', ' 3305']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13744,Fuzzy Information and Engineering,True,United Kingdom,0.251,1.7,21,Q3,['Information Systems'],Computer Science,1055,27,92,928,116,92,1.21,34.37,Tsinghua Univ Press,Emerging Sources Citation Index,2011,True,False,ENG,"['2604', ' 1702', ' 2209', ' 1803', ' 2609', ' 1710', ' 2207', ' 2614']",0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13745,Avances de Investigacion en Educacion Matematica,False,Spain,0.251,0.9,6,Q3,['Mathematics (miscellaneous)'],Mathematics,1082,7,48,136,25,46,0.51,19.43,Soc Espanola Investigacion & Educacion Matematica-Seim,Emerging Sources Citation Index,2018,True,False,POR,"['2600', ' 3304']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
13746,Ciencia Florestal,True,Brazil,0.251,1.1,26,Q3,['Forestry'],Agricultural and Biological Sciences,1308,120,347,3757,235,346,0.41,31.31,Univ Federal Santa Maria,Science Citation Index Expanded,2007,True,False,ENG,['1107'],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
